Id,SalePrice_pred
1461,118478.36
1462,148987.23
1463,167045.11
1464,187068.92
1465,216703.01
1466,170916.94
1467,185132.71
1468,159569.7
1469,204290.29
1470,115537.34
1471,163117.32
1472,93225.71
1473,88834.91
1474,145510.62
1475,120424.62
1476,361497.66
1477,248179.12
1478,321114.21
1479,317105.21
1480,445949.08
1481,320293.57
1482,211650.03
1483,174281.36
1484,166095.19
1485,195415.57
1486,195003.7
1487,334259.0
1488,242757.62
1489,192838.52
1490,253853.13
1491,200566.65
1492,103360.88
1493,214719.21
1494,310174.3
1495,296237.34
1496,238492.31
1497,176881.19
1498,162326.11
1499,157121.36
1500,153024.87
1501,180766.22
1502,147878.8
1503,275620.24
1504,241275.96
1505,227128.22
1506,183739.07
1507,235850.65
1508,179950.52
1509,155276.11
1510,141768.1
1511,139814.52
1512,176349.65
1513,162407.92
1514,145746.66
1515,196540.44
1516,153656.77
1517,165808.05
1518,114697.22
1519,197064.92
1520,125907.36
1521,124791.88
1522,184319.13
1523,99997.65
1524,114846.49
1525,111893.14
1526,110501.77
1527,100384.85
1528,139233.03
1529,156589.49
1530,212746.24
1531,130336.81
1532,106195.24
1533,137614.21
1534,121654.79
1535,148129.53
1536,94302.8
1537,37474.72
1538,150908.85
1539,195799.52
1540,131176.06
1541,129280.96
1542,149565.96
1543,172413.93
1544,101115.27
1545,126829.92
1546,144230.16
1547,145028.57
1548,149616.57
1549,121510.45
1550,141335.5
1551,108209.53
1552,152539.26
1553,151254.97
1554,119670.97
1555,164968.49
1556,86786.17
1557,105246.67
1558,85403.72
1559,95084.14
1560,142131.44
1561,107289.23
1562,129512.49
1563,115343.99
1564,149933.78
1565,140865.15
1566,234935.93
1567,79358.87
1568,215971.07
1569,108103.43
1570,133917.92
1571,73780.13
1572,134439.46
1573,217719.49
1574,115930.86
1575,235131.21
1576,235541.52
1577,178363.77
1578,146168.92
1579,137905.03
1580,191288.25
1581,168661.78
1582,145916.91
1583,262987.44
1584,223526.11
1585,144759.98
1586,54849.89
1587,109749.85
1588,156637.94
1589,101942.51
1590,123677.73
1591,87282.31
1592,110606.39
1593,135230.26
1594,152480.32
1595,119196.68
1596,234808.81
1597,195481.59
1598,225956.94
1599,184581.79
1600,161192.89
1601,49360.05
1602,117361.22
1603,88056.34
1604,278391.7
1605,220382.23
1606,151501.47
1607,151750.13
1608,204972.2
1609,177294.76
1610,155010.1
1611,121030.25
1612,188404.16
1613,159352.6
1614,143999.8
1615,89469.51
1616,71175.75
1617,83146.39
1618,119050.89
1619,150357.44
1620,147134.39
1621,126214.38
1622,141255.07
1623,237392.55
1624,191280.88
1625,106716.69
1626,169491.28
1627,180674.82
1628,281578.32
1629,183543.61
1630,334802.61
1631,242690.09
1632,246917.82
1633,184413.22
1634,179439.04
1635,171475.14
1636,157372.75
1637,197804.96
1638,194791.52
1639,179380.39
1640,240297.18
1641,170573.98
1642,281331.58
1643,227105.28
1644,233106.18
1645,218261.75
1646,158238.77
1647,151686.54
1648,125456.01
1649,137725.89
1650,124173.09
1651,121338.44
1652,96348.64
1653,101700.98
1654,152039.25
1655,140369.26
1656,136933.29
1657,152739.68
1658,146312.54
1659,130700.99
1660,141706.35
1661,418908.83
1662,373977.45
1663,376951.31
1664,456224.53
1665,343712.23
1666,334125.84
1667,372455.1
1668,360858.86
1669,320849.68
1670,359376.91
1671,261775.59
1672,386805.01
1673,295693.68
1674,250799.71
1675,204219.13
1676,199668.57
1677,213932.78
1678,458246.73
1679,377061.75
1680,324790.78
1681,294203.98
1682,326947.85
1683,198701.55
1684,176456.92
1685,178731.56
1686,169393.62
1687,183247.91
1688,189594.73
1689,194882.85
1690,191358.9
1691,181569.2
1692,268532.49
1693,188979.96
1694,177705.39
1695,181990.01
1696,256370.54
1697,187507.23
1698,350200.09
1699,318709.96
1700,276762.68
1701,290779.65
1702,250607.31
1703,246854.44
1704,267479.87
1705,262338.38
1706,414722.25
1707,233347.02
1708,212866.35
1709,256805.04
1710,219722.98
1711,275389.82
1712,243387.57
1713,279723.92
1714,228647.07
1715,215484.37
1716,182181.11
1717,175329.31
1718,146738.42
1719,224500.06
1720,231544.06
1721,176564.03
1722,140756.21
1723,164113.03
1724,197755.81
1725,229642.4
1726,183396.63
1727,137731.15
1728,187684.55
1729,166381.94
1730,169856.31
1731,124069.03
1732,130764.44
1733,107984.06
1734,112544.28
1735,137858.11
1736,114204.05
1737,276854.12
1738,273621.87
1739,270342.55
1740,193953.26
1741,182942.43
1742,174544.08
1743,183032.59
1744,313243.1
1745,222072.85
1746,236877.21
1747,206332.65
1748,230005.79
1749,148137.69
1750,143002.81
1751,235708.84
1752,107408.49
1753,148306.84
1754,197706.67
1755,151618.92
1756,128537.74
1757,116109.23
1758,148860.37
1759,166821.99
1760,160262.34
1761,156417.97
1762,181772.78
1763,187981.76
1764,108853.42
1765,173752.35
1766,187415.09
1767,212743.13
1768,144246.47
1769,164747.82
1770,149395.63
1771,135746.94
1772,126165.32
1773,123541.22
1774,129206.98
1775,138406.2
1776,132237.23
1777,106638.14
1778,135786.37
1779,118394.67
1780,172035.48
1781,123559.69
1782,70726.4
1783,134219.82
1784,85882.33
1785,141799.74
1786,122532.73
1787,161948.76
1788,52433.7
1789,101125.06
1790,48143.32
1791,200699.92
1792,160231.34
1793,127239.62
1794,161437.46
1795,126153.68
1796,143155.77
1797,135928.91
1798,130871.0
1799,103203.67
1800,134768.27
1801,121937.75
1802,135847.52
1803,157786.37
1804,131019.47
1805,136285.22
1806,128042.04
1807,147996.2
1808,124411.83
1809,121825.77
1810,139362.26
1811,93555.99
1812,106105.3
1813,120611.43
1814,91580.12
1815,39104.64
1816,97145.98
1817,101655.91
1818,167150.58
1819,137079.54
1820,53968.61
1821,108851.95
1822,150231.25
1823,43910.87
1824,144096.78
1825,146031.9
1826,98744.17
1827,107096.27
1828,133677.13
1829,154289.25
1830,139164.09
1831,150547.58
1832,37234.22
1833,143499.33
1834,101384.35
1835,121966.26
1836,127073.27
1837,88548.52
1838,113280.42
1839,108569.06
1840,142616.56
1841,113516.81
1842,77051.46
1843,125309.71
1844,147239.52
1845,142566.87
1846,144825.72
1847,173249.62
1848,38144.01
1849,118462.83
1850,107883.37
1851,122723.72
1852,120835.45
1853,101947.68
1854,158862.41
1855,152258.05
1856,208851.58
1857,136949.29
1858,159385.21
1859,105570.28
1860,148845.47
1861,104602.16
1862,306117.21
1863,304760.12
1864,304772.95
1865,345139.01
1866,348688.04
1867,220826.08
1868,279263.76
1869,204747.74
1870,220001.23
1871,265610.89
1872,178696.29
1873,214046.7
1874,158611.11
1875,198976.75
1876,197515.68
1877,205455.63
1878,204604.26
1879,133991.19
1880,149804.44
1881,232109.26
1882,243994.76
1883,190205.03
1884,203004.27
1885,240109.87
1886,283766.47
1887,216703.24
1888,252806.37
1889,171246.92
1890,106891.25
1891,133668.3
1892,84517.49
1893,124639.4
1894,108944.74
1895,128502.73
1896,120424.41
1897,111700.86
1898,102849.76
1899,171975.31
1900,163925.38
1901,189279.85
1902,169921.83
1903,247236.55
1904,182969.08
1905,204187.06
1906,143313.47
1907,209670.39
1908,110939.32
1909,140042.29
1910,120736.67
1911,232911.69
1912,301520.99
1913,146735.12
1914,72201.41
1915,318417.85
1916,34109.39
1917,227453.98
1918,137708.13
1919,161668.99
1920,155655.24
1921,392272.61
1922,344542.22
1923,221958.25
1924,216966.22
1925,213935.5
1926,369445.87
1927,127678.43
1928,151668.5
1929,118031.14
1930,123931.22
1931,134973.27
1932,129541.37
1933,189315.27
1934,174694.05
1935,169721.64
1936,199459.53
1937,172132.67
1938,170593.23
1939,274201.89
1940,220866.89
1941,169566.73
1942,182099.11
1943,240102.64
1944,394256.87
1945,407823.11
1946,132199.94
1947,359890.74
1948,165663.88
1949,249097.91
1950,183921.6
1951,226102.59
1952,191020.36
1953,160670.79
1954,184072.68
1955,123469.11
1956,285940.83
1957,148917.69
1958,258121.05
1959,133962.95
1960,105242.2
1961,122412.7
1962,92017.29
1963,105418.59
1964,101397.3
1965,149336.7
1966,143863.06
1967,293999.83
1968,417616.01
1969,390993.25
1970,402644.58
1971,475382.53
1972,369458.28
1973,305110.23
1974,351818.08
1975,462739.19
1976,274744.69
1977,353243.41
1978,351564.32
1979,307104.76
1980,199041.02
1981,337625.86
1982,216525.95
1983,204663.05
1984,190331.4
1985,230924.49
1986,208923.73
1987,203541.56
1988,174660.56
1989,194895.41
1990,218260.21
1991,219631.91
1992,218481.19
1993,174527.79
1994,238054.5
1995,183222.17
1996,294245.99
1997,348641.69
1998,309326.2
1999,323100.46
2000,333682.7
2001,304084.36
2002,267874.2
2003,246268.64
2004,269602.22
2005,250235.62
2006,217787.94
2007,254052.4
2008,217889.57
2009,198565.11
2010,202500.48
2011,154242.29
2012,178725.64
2013,175422.29
2014,181598.46
2015,195418.47
2016,189539.32
2017,189000.35
2018,110191.5
2019,137138.93
2020,100616.93
2021,93387.86
2022,187559.67
2023,142010.88
2024,318105.13
2025,380158.8
2026,173426.41
2027,157763.02
2028,168311.6
2029,169198.24
2030,259563.24
2031,246479.63
2032,271971.97
2033,254441.01
2034,190159.58
2035,230411.73
2036,199185.36
2037,201822.28
2038,327692.74
2039,218314.85
2040,285954.52
2041,288894.74
2042,220501.8
2043,166785.19
2044,180030.73
2045,189899.84
2046,130635.02
2047,146802.19
2048,143543.67
2049,129023.0
2050,163014.98
2051,110872.17
2052,133715.65
2053,144703.09
2054,68922.52
2055,155489.94
2056,147180.44
2057,113875.38
2058,201076.86
2059,132444.81
2060,168012.08
2061,184752.53
2062,120844.37
2063,113396.42
2064,133880.53
2065,117418.81
2066,167718.88
2067,109840.4
2068,132968.01
2069,82995.43
2070,107571.32
2071,84030.86
2072,137542.8
2073,132238.47
2074,156986.93
2075,159934.88
2076,125456.95
2077,153784.61
2078,131139.28
2079,138941.83
2080,123822.33
2081,122353.94
2082,144966.05
2083,147443.03
2084,104229.25
2085,116403.16
2086,122787.19
2087,125768.3
2088,83669.19
2089,72110.11
2090,130199.75
2091,91107.32
2092,132512.32
2093,146984.5
2094,109696.85
2095,130236.24
2096,79242.12
2097,97891.41
2098,154409.92
2099,41886.58
2100,60986.85
2101,106243.53
2102,138620.41
2103,88185.77
2104,142401.79
2105,135240.24
2106,8444.44
2107,200175.68
2108,119419.19
2109,102659.48
2110,112852.84
2111,143738.27
2112,137698.82
2113,127861.27
2114,125928.49
2115,164017.1
2116,125390.48
2117,154491.65
2118,117120.65
2119,109569.31
2120,123454.19
2121,107736.11
2122,112625.0
2123,97490.9
2124,183922.35
2125,132595.94
2126,150236.11
2127,193045.66
2128,138730.56
2129,105045.21
2130,138115.64
2131,125335.5
2132,104629.0
2133,127306.76
2134,117703.14
2135,111112.5
2136,50699.51
2137,116372.64
2138,141009.95
2139,146324.22
2140,136622.29
2141,178139.41
2142,123018.38
2143,140671.12
2144,126831.25
2145,144241.0
2146,177720.79
2147,135866.75
2148,143849.55
2149,147609.0
2150,228602.21
2151,125749.28
2152,167794.6
2153,179174.0
2154,96534.48
2155,135538.53
2156,267662.1
2157,217815.87
2158,227964.45
2159,225901.83
2160,177346.28
2161,231173.29
2162,349264.74
2163,343192.59
2164,235491.65
2165,180898.32
2166,167782.27
2167,223758.02
2168,194513.31
2169,195797.81
2170,207484.76
2171,171466.67
2172,152657.7
2173,179803.67
2174,218761.95
2175,249956.2
2176,295753.5
2177,234489.62
2178,215451.2
2179,141988.78
2180,226383.41
2181,193230.95
2182,213451.45
2183,192117.31
2184,121072.01
2185,133926.91
2186,136312.92
2187,145921.71
2188,149758.68
2189,300692.68
2190,55637.74
2191,57011.55
2192,83780.67
2193,121439.17
2194,100815.86
2195,72814.72
2196,104319.63
2197,97533.24
2198,159264.12
2199,194682.06
2200,144362.2
2201,163403.55
2202,204009.53
2203,155891.41
2204,179191.34
2205,140609.14
2206,158281.05
2207,231679.53
2208,237940.47
2209,231253.6
2210,113479.09
2211,125971.11
2212,120607.87
2213,111758.16
2214,154479.01
2215,102506.59
2216,149665.88
2217,50151.84
2218,89433.36
2219,83179.51
2220,46683.53
2221,319249.79
2222,296593.41
2223,262632.35
2224,206578.22
2225,123142.8
2226,173178.87
2227,191704.61
2228,284616.62
2229,228411.1
2230,166916.05
2231,208952.58
2232,186887.12
2233,183050.1
2234,250874.25
2235,235561.68
2236,239431.3
2237,289891.96
2238,198499.96
2239,125863.3
2240,161670.26
2241,148361.9
2242,124639.96
2243,123774.94
2244,113571.12
2245,117612.88
2246,137860.54
2247,123319.7
2248,125260.47
2249,113729.89
2250,128513.64
2251,103732.49
2252,176005.01
2253,172940.89
2254,188129.23
2255,191828.12
2256,175113.92
2257,218611.86
2258,162541.9
2259,171322.5
2260,172567.44
2261,238080.77
2262,246990.53
2263,389410.28
2264,419628.37
2265,197176.58
2266,331327.32
2267,364149.11
2268,435862.69
2269,150786.64
2270,180607.21
2271,196199.68
2272,194024.15
2273,157558.88
2274,170815.62
2275,150240.8
2276,184502.26
2277,182597.64
2278,157808.13
2279,139832.98
2280,114723.03
2281,144810.8
2282,151789.15
2283,109659.09
2284,132956.26
2285,142038.3
2286,121522.59
2287,382974.58
2288,290705.38
2289,336080.51
2290,417551.87
2291,359671.59
2292,419051.54
2293,447819.92
2294,409937.11
2295,416202.26
2296,253271.99
2297,386370.39
2298,373010.57
2299,377187.52
2300,332187.03
2301,329731.67
2302,263413.8
2303,255525.84
2304,244133.72
2305,199644.02
2306,200763.89
2307,211687.18
2308,210293.61
2309,312102.11
2310,204446.44
2311,214141.57
2312,175741.09
2313,175224.11
2314,178913.86
2315,175490.32
2316,205061.57
2317,189662.02
2318,178250.04
2319,179677.88
2320,184096.79
2321,240826.54
2322,197159.41
2323,193876.36
2324,198473.57
2325,201547.66
2326,188825.4
2327,210268.63
2328,221806.77
2329,187421.16
2330,182745.04
2331,332735.41
2332,409825.39
2333,330424.63
2334,297725.92
2335,324224.74
2336,322254.38
2337,210056.45
2338,255151.98
2339,232834.0
2340,375400.57
2341,215221.06
2342,246407.67
2343,232558.76
2344,244331.9
2345,232568.96
2346,213324.11
2347,204423.45
2348,242471.52
2349,199100.87
2350,314797.56
2351,278098.92
2352,250672.39
2353,271335.93
2354,148423.33
2355,152378.56
2356,167315.59
2357,192465.46
2358,192768.41
2359,124003.86
2360,117417.34
2361,146169.88
2362,234402.06
2363,161375.03
2364,176657.34
2365,215213.65
2366,186118.57
2367,204905.53
2368,213533.59
2369,197763.14
2370,169356.67
2371,165572.93
2372,206078.4
2373,299152.92
2374,317336.67
2375,239003.04
2376,262913.34
2377,313792.1
2378,155492.53
2379,217186.46
2380,153147.36
2381,166830.66
2382,202811.48
2383,188579.53
2384,224675.67
2385,158590.97
2386,130579.88
2387,129870.45
2388,100793.77
