Id,SalePrice_pred
1461,119179.84
1462,151629.74
1463,172830.57
1464,188374.77
1465,216134.69
1466,172312.82
1467,186381.12
1468,161317.98
1469,206910.02
1470,117610.28
1471,163405.83
1472,95409.19
1473,87920.66
1474,150784.14
1475,118717.33
1476,366914.83
1477,250039.73
1478,327600.0
1479,319347.9
1480,450995.92
1481,313000.83
1482,212802.27
1483,174988.33
1484,161139.0
1485,187741.51
1486,195414.74
1487,346723.48
1488,242276.88
1489,196408.56
1490,256384.35
1491,194400.83
1492,106362.95
1493,205837.04
1494,304359.13
1495,300060.96
1496,237942.23
1497,182223.78
1498,158549.58
1499,156977.27
1500,150484.26
1501,183848.66
1502,148965.39
1503,276370.78
1504,241471.2
1505,227751.52
1506,184292.8
1507,234926.25
1508,180253.34
1509,157347.01
1510,139951.29
1511,139089.49
1512,177239.18
1513,158937.48
1514,144375.34
1515,199806.02
1516,160843.88
1517,177885.31
1518,123284.65
1519,195935.39
1520,122446.69
1521,121990.42
1522,192247.36
1523,105654.22
1524,117333.38
1525,111850.61
1526,106100.55
1527,105229.56
1528,141538.66
1529,149403.46
1530,209823.92
1531,126098.07
1532,99054.33
1533,137135.2
1534,118111.91
1535,143503.53
1536,97630.29
1537,32592.93
1538,149986.27
1539,192309.52
1540,127878.94
1541,128879.21
1542,145165.31
1543,167454.43
1544,97511.45
1545,125541.57
1546,141233.35
1547,139472.92
1548,141192.73
1549,114451.17
1550,138480.12
1551,103867.17
1552,144156.78
1553,149155.13
1554,119351.9
1555,160600.63
1556,80010.91
1557,105917.9
1558,83881.77
1559,88142.5
1560,141593.74
1561,102085.41
1562,125441.37
1563,117101.43
1564,141491.4
1565,138983.03
1566,236559.55
1567,77740.75
1568,212930.06
1569,107317.24
1570,135987.4
1571,87479.48
1572,137211.69
1573,219788.79
1574,119955.89
1575,231053.03
1576,215763.93
1577,178973.3
1578,145375.22
1579,143586.95
1580,189797.05
1581,169077.53
1582,144325.69
1583,262959.74
1584,222860.17
1585,140807.46
1586,45163.53
1587,106869.64
1588,152055.15
1589,101959.09
1590,126341.56
1591,89588.06
1592,112903.77
1593,136014.23
1594,140792.73
1595,111665.23
1596,224117.08
1597,189632.65
1598,216620.31
1599,186414.71
1600,162378.08
1601,48413.44
1602,122204.18
1603,61607.84
1604,287305.44
1605,220392.29
1606,160260.26
1607,145096.02
1608,213715.18
1609,177953.11
1610,160990.83
1611,125173.48
1612,186570.87
1613,161197.54
1614,134528.73
1615,90754.49
1616,71714.59
1617,85987.49
1618,115433.79
1619,148859.14
1620,146597.4
1621,126829.0
1622,136582.18
1623,238414.68
1624,194622.97
1625,104713.31
1626,168196.83
1627,183443.26
1628,271313.12
1629,179097.02
1630,339307.97
1631,250242.29
1632,247161.73
1633,177749.02
1634,182971.8
1635,171687.85
1636,155589.6
1637,196609.91
1638,194250.06
1639,180259.35
1640,237245.23
1641,173928.72
1642,265224.76
1643,230470.74
1644,231875.97
1645,211680.12
1646,155452.66
1647,154483.47
1648,125540.89
1649,133578.69
1650,122966.19
1651,120199.12
1652,98237.65
1653,102519.69
1654,146932.62
1655,134694.28
1656,140358.81
1657,149947.88
1658,149989.94
1659,126840.83
1660,147487.29
1661,419850.72
1662,372935.1
1663,383893.22
1664,465752.3
1665,348709.39
1666,333295.61
1667,374846.97
1668,362966.06
1669,327395.25
1670,364569.03
1671,262516.66
1672,391256.85
1673,292497.56
1674,258418.2
1675,204048.11
1676,201310.95
1677,214329.02
1678,452710.4
1679,384079.92
1680,329029.77
1681,293064.46
1682,325208.41
1683,200959.57
1684,174503.34
1685,178517.2
1686,168941.39
1687,178399.82
1688,188951.98
1689,197115.43
1690,189031.15
1691,181950.54
1692,255204.91
1693,179402.03
1694,179044.73
1695,172777.96
1696,254853.4
1697,182116.7
1698,341167.11
1699,318632.24
1700,279508.65
1701,290546.6
1702,253870.03
1703,247744.04
1704,268095.38
1705,265938.65
1706,416849.35
1707,226499.62
1708,211573.36
1709,257332.12
1710,222807.33
1711,278249.08
1712,244338.0
1713,277378.81
1714,227443.87
1715,215207.8
1716,178567.32
1717,171920.4
1718,146815.79
1719,221621.78
1720,213095.2
1721,174872.56
1722,138731.25
1723,161622.84
1724,196484.67
1725,222716.6
1726,183890.51
1727,137885.75
1728,187477.48
1729,163578.94
1730,174328.27
1731,122618.44
1732,128925.63
1733,106278.26
1734,114808.55
1735,131153.54
1736,107429.9
1737,269037.62
1738,275168.3
1739,263847.85
1740,201013.1
1741,185870.03
1742,177070.54
1743,179607.32
1744,336240.05
1745,220555.57
1746,234458.8
1747,210063.96
1748,230576.84
1749,148247.1
1750,142738.82
1751,234148.14
1752,107090.21
1753,154432.87
1754,196225.68
1755,158442.51
1756,127488.95
1757,116619.14
1758,149069.94
1759,162760.98
1760,159520.38
1761,155333.73
1762,180810.98
1763,194757.89
1764,108550.25
1765,180073.2
1766,189562.62
1767,216251.37
1768,140466.84
1769,164107.39
1770,150590.67
1771,131548.89
1772,127297.75
1773,120436.29
1774,139124.13
1775,138343.43
1776,141750.93
1777,105073.26
1778,139560.61
1779,116218.78
1780,178462.21
1781,124838.67
1782,74212.44
1783,132633.55
1784,90705.87
1785,141369.25
1786,151345.18
1787,166871.39
1788,56701.58
1789,99964.06
1790,47863.73
1791,199437.91
1792,163027.17
1793,124510.21
1794,161683.65
1795,129458.05
1796,146692.89
1797,137271.36
1798,129116.09
1799,101270.2
1800,134153.29
1801,122300.43
1802,153756.97
1803,159156.67
1804,121208.36
1805,134489.24
1806,121684.03
1807,139029.93
1808,121610.52
1809,121179.41
1810,141101.03
1811,108282.87
1812,102325.75
1813,134109.37
1814,88768.67
1815,34044.48
1816,94457.31
1817,99708.84
1818,169116.37
1819,146454.26
1820,51627.73
1821,130459.6
1822,148483.17
1823,56708.94
1824,150906.33
1825,145925.98
1826,101314.95
1827,108101.62
1828,132879.56
1829,153000.71
1830,140176.44
1831,151370.59
1832,33847.5
1833,147009.72
1834,104388.22
1835,106440.65
1836,139093.3
1837,86799.38
1838,108417.86
1839,106699.53
1840,129987.27
1841,118388.13
1842,76568.75
1843,122470.93
1844,150297.32
1845,147042.03
